,ast,ast_per_g,blk,college,draft_rank,draft_year,end_age,fg,fg3,fg3_pct,fg3a,fg_pct,fga,ft,ft_pct,fta,g,height_in,mp,mp_per_g,name,name_index,no_of_seasons,per,pts,pts_per_g,reach_in,start_age,stl,trb_per_g,weight_lb,wingspan_in,salary,position,birthday,shoot,inflation,adjusted_salary,month
187,55.0,1.5,37.0,University of Alabama,25.0,2001.0,18.0,126.0,11.0,0.175,63.0,0.438,288.0,88.0,0.568,155.0,36.0,78.41655801825294,824.0,22.9,Gerald Wallace,1.0,1.0,16.3,351.0,9.8,104.5220836660855,18.0,42.0,6.0,213.9072762395364,83.25422800222206,797880.0,Small Forward and Power Forward,1982-07-23,Right,1.36,1085116.8,7.0
188,19.0,0.3,167.0,Seton Hall University,26.0,2001.0,19.0,175.0,0.0,0.32657555501870233,0.0,0.537,326.0,69.0,0.539,128.0,59.0,78.41655801825294,1265.0,21.4,Samuel Dalembert,1.0,2.0,15.4,419.0,7.1,104.5220836660855,18.0,22.0,5.8,213.9072762395364,83.25422800222206,771480.0,Center,1981-05-10,Right,1.36,1049212.8,5.0
189,431.0,6.3,56.0,Iowa State University,27.0,2001.0,22.0,284.0,52.0,0.327,159.0,0.388,732.0,230.0,0.685,336.0,68.0,72.75,2211.0,32.5,Jamaal Tinsley,1.0,2.0,13.6,850.0,12.5,97.5,21.0,177.0,4.5,199.0,79.5,749160.0,Point Guard,1978-02-28,Right,1.36,1018857.6000000001,2.0
190,375.0,4.5,55.0,Austin Peay State University,29.0,2001.0,21.0,579.0,122.0,0.345,354.0,0.471,1228.0,346.0,0.779,444.0,84.0,76.25,3044.0,36.2,Trenton Hassell,1.0,3.0,8.4,1626.0,19.4,99.5,19.0,90.0,8.2,205.0,80.0,332817.0,Shooting Guard and Small Forward,1979-03-04,Right,1.36,452631.12000000005,3.0
191,155.0,2.2,16.0,University of Arizona,30.0,2001.0,19.0,395.0,107.0,0.361,296.0,0.466,847.0,208.0,0.738,282.0,70.0,74.25,2137.0,30.5,Gilbert Arenas,1.0,2.0,19.6,1105.0,15.8,99.5,18.0,136.0,3.8,199.0,81.5,332817.0,Point Guard,1982-01-06,Right,1.36,452631.12000000005,1.0
192,252.0,8.7,5.0,St. John's University,31.0,2001.0,19.0,141.0,68.0,0.309,220.0,0.36,392.0,95.0,0.742,128.0,29.0,71.5,1107.0,38.2,Omar Cook,1.0,1.0,9.0,445.0,15.3,92.0,19.0,66.0,3.0,189.0,77.5,292230.0,Point Guard,1982-01-28,Right,1.36,397432.80000000005,1.0
193,246.0,2.6,40.0,Clemson University,32.0,2001.0,22.0,469.0,214.0,0.366,585.0,0.392,1195.0,279.0,0.7170000000000001,389.0,94.0,71.75,2739.0,29.1,Will Solomon,1.0,3.0,10.5,1431.0,15.2,99.5,20.0,112.0,2.8,172.0,81.5,332817.0,Point Guard and Shooting Guard,1978-07-20,Right,1.36,452631.12000000005,7.0
194,229.0,1.7,256.0,University of Maryland,33.0,2001.0,22.0,644.0,101.0,0.338,299.0,0.495,1300.0,344.0,0.78,441.0,136.0,78.41655801825294,3095.0,29.8,Terence Morris,1.0,4.0,9.9,1733.0,12.7,104.5220836660855,19.0,162.0,6.8,213.9072762395364,83.25422800222206,420000.0,Small Forward,1979-01-11,Right,1.36,571200.0,1.0
195,249.0,2.7,81.0,University of Southern California,34.0,2001.0,22.0,528.0,46.0,0.343,134.0,0.513,1030.0,339.0,0.77,440.0,92.0,80.75,3037.0,33.0,Brian Scalabrine,1.0,3.0,7.7,1441.0,15.7,105.5,20.0,89.0,6.1,241.0,81.75,332817.0,Power Forward and Center,1978-03-18,Right,1.36,452631.12000000005,3.0
196,142.0,1.3,105.0,University of Southern California,35.0,2001.0,21.0,431.0,61.0,0.298,205.0,0.471,915.0,205.0,0.659,311.0,106.0,78.41655801825294,2439.0,31.3,Jeff Trepagnier,1.0,4.0,9.5,1128.0,10.6,104.5220836660855,18.0,204.0,5.2,213.9072762395364,83.25422800222206,332817.0,Shooting Guard,1979-07-11,Left,1.36,452631.12000000005,7.0
197,141.0,1.2,96.0,Syracuse University,36.0,2001.0,21.0,490.0,20.0,0.225,89.0,0.4970000000000001,985.0,230.0,0.742,310.0,113.0,80.25,2864.0,29.2,Damone Brown,1.0,4.0,3.9,1230.0,10.9,104.5,18.0,118.0,6.0,202.0,83.75,332817.0,Small Forward and Power Forward,1979-06-28,Right,1.36,452631.12000000005,6.0
198,607.0,4.7,49.0,"University of California, Los Angeles",39.0,2001.0,21.0,518.0,133.0,0.341,390.0,0.45,1150.0,280.0,0.654,428.0,129.0,72.0,3314.0,34.5,Earl Watson,1.0,4.0,12.1,1449.0,11.2,97.0,18.0,235.0,3.8,184.0,78.75,332817.0,Point Guard,1979-06-12,Right,1.36,452631.12000000005,6.0
199,236.0,4.1,3.0,Auburn University,40.0,2001.0,20.0,119.0,13.0,0.22,59.0,0.456,261.0,77.0,0.527,146.0,58.0,74.5,1347.0,23.2,Jamison Brewer,1.0,2.0,7.0,328.0,5.7,102.5,19.0,63.0,4.7,178.0,80.75,332817.0,Point Guard and Shooting Guard,1980-11-19,Right,1.36,452631.12000000005,11.0
200,207.0,2.2,17.0,DePaul University,41.0,2001.0,20.0,403.0,121.0,0.331,366.0,0.428,941.0,336.0,0.7829999999999999,429.0,93.0,78.25,2939.0,31.6,Bobby Simmons,1.0,3.0,12.9,1263.0,13.6,105.0,18.0,124.0,7.5,235.0,84.25,332817.0,Small Forward and Shooting Guard and Power Forward,1980-06-02,Right,1.36,452631.12000000005,6.0
201,295.0,2.4,69.0,University of California,44.0,2001.0,21.0,661.0,17.0,0.21,81.0,0.494,1338.0,437.0,0.6709999999999999,651.0,123.0,77.5,3086.0,32.1,Sean Lampley,1.0,4.0,13.5,1776.0,14.4,101.0,18.0,86.0,7.2,213.0,81.25,349458.0,Small Forward,1979-09-03,Right,1.36,475262.88000000006,9.0
202,135.0,1.3,281.0,University of Arizona,45.0,2001.0,22.0,421.0,2.0,0.32657555501870233,9.0,0.493,854.0,344.0,0.745,462.0,107.0,84.75,2224.0,26.2,Loren Woods,1.0,4.0,11.2,1188.0,11.1,113.0,18.0,55.0,6.5,246.0,89.5,332817.0,Center,1978-06-21,Right,1.36,452631.12000000005,6.0
203,58.0,0.5,444.0,Ohio State University,48.0,2001.0,22.0,416.0,0.0,0.32657555501870233,0.0,0.54,771.0,223.0,0.63,354.0,127.0,82.75,2752.0,28.4,Ken Johnson,1.0,4.0,6.1,1055.0,8.3,109.5,19.0,37.0,5.8,227.0,88.0,349458.0,Center,1978-02-01,Right,1.36,475262.88000000006,2.0
204,91.0,0.9,255.0,Georgetown University,49.0,2001.0,22.0,345.0,0.0,0.32657555501870233,2.0,0.485,711.0,283.0,0.664,426.0,101.0,83.5,2383.0,25.1,Ruben Boumtje-Boumtje,1.0,4.0,6.4,973.0,9.6,111.0,19.0,82.0,7.0,245.0,88.0,332817.0,Center,1978-05-20,Right,1.36,452631.12000000005,5.0
205,17.0,0.7,19.0,University of Houston,50.0,2001.0,19.0,95.0,9.0,0.265,34.0,0.4320000000000001,220.0,81.0,0.609,133.0,26.0,80.25,663.0,25.5,Alton Ford,1.0,1.0,9.4,280.0,10.8,102.5,19.0,5.0,5.9,271.0,82.5,332817.0,Power Forward,1981-05-29,Right,1.36,452631.12000000005,5.0
206,171.0,1.3,68.0,Stanford University,52.0,2001.0,22.0,370.0,4.0,0.32657555501870233,16.0,0.52,711.0,337.0,0.669,504.0,129.0,81.25,2329.0,24.5,Jarron Collins,1.0,4.0,9.4,1081.0,8.4,104.0,19.0,73.0,5.5,252.0,87.0,332817.0,Center,1978-12-02,Right,1.36,452631.12000000005,12.0
207,355.0,5.2,10.0,University of Cincinnati,53.0,2001.0,19.0,267.0,65.0,0.32299999999999995,201.0,0.403,663.0,209.0,0.78,268.0,68.0,73.0,2142.0,31.5,Kenny Satterfield,1.0,2.0,8.3,808.0,11.9,98.0,18.0,98.0,4.1,176.0,76.5,332817.0,Point Guard,1981-04-10,Right,1.36,452631.12000000005,4.0
208,170.0,1.4,425.0,Georgia Institute of Technology,56.0,2001.0,22.0,450.0,0.0,0.32657555501870233,4.0,0.489,921.0,412.0,0.574,718.0,124.0,78.41655801825294,2871.0,31.5,Alvin Jones,1.0,4.0,6.2,1312.0,10.6,104.5220836660855,19.0,88.0,8.7,213.9072762395364,83.25422800222206,332817.0,Center,1978-09-09,Right,1.36,452631.12000000005,9.0
209,644.0,6.0,14.0,Duke University,2.0,2002.0,20.0,713.0,313.0,0.393,797.0,0.453,1575.0,340.0,0.6709999999999999,507.0,108.0,72.25,3572.0,33.1,Jay Williams,1.0,3.0,12.2,2079.0,19.3,97.0,18.0,235.0,3.7,197.0,75.5,3451920.0,Point Guard,1981-09-10,Right,1.33,4591053.600000001,9.0
210,225.0,2.2,55.0,Duke University,3.0,2002.0,21.0,499.0,179.0,0.371,483.0,0.475,1050.0,194.0,0.698,278.0,104.0,80.0,2994.0,28.8,Mike Dunleavy,1.0,3.0,13.9,1371.0,13.2,106.0,19.0,166.0,5.8,230.0,81.0,3100080.0,Small Forward and Shooting Guard and Power Forward,1980-09-15,Right,1.33,4123106.4000000004,9.0
211,156.0,1.6,107.0,University of Kansas,4.0,2002.0,20.0,594.0,19.0,0.306,62.0,0.493,1205.0,319.0,0.698,457.0,98.0,80.75,2566.0,26.2,Drew Gooden,1.0,3.0,16.3,1526.0,15.6,106.5,18.0,104.0,9.2,227.0,84.5,2794920.0,Power Forward and Center and Small Forward,1981-09-24,Right,1.33,3717243.6,9.0
212,128.0,3.6,20.0,University of Memphis,6.0,2002.0,18.0,265.0,66.0,0.317,208.0,0.41,647.0,166.0,0.722,230.0,36.0,72.75,1146.0,31.8,Dajuan Wagner,1.0,1.0,9.9,762.0,21.2,99.0,18.0,43.0,2.5,193.0,74.0,2298840.0,Shooting Guard,1983-02-04,Right,1.33,3057457.2,2.0
213,69.0,1.0,71.0,University of Maryland,8.0,2002.0,19.0,224.0,0.0,0.32657555501870233,2.0,0.52,431.0,106.0,0.589,180.0,70.0,80.25,1160.0,16.6,Chris Wilcox,1.0,2.0,15.5,554.0,7.9,107.5,18.0,34.0,4.7,218.0,85.0,1922520.0,Center and Power Forward,1982-09-03,Right,1.33,2556951.6,9.0
214,190.0,3.0,22.0,University of Connecticut,10.0,2002.0,21.0,404.0,44.0,0.364,121.0,0.465,868.0,284.0,0.768,370.0,63.0,77.25,2173.0,34.5,Caron Butler,1.0,2.0,15.0,1136.0,18.0,103.5,20.0,134.0,7.6,222.0,83.5,1678800.0,Small Forward and Shooting Guard,1980-03-13,Right,1.33,2232804.0,3.0
215,156.0,2.2,88.0,Indiana University,11.0,2002.0,20.0,353.0,39.0,0.325,120.0,0.45,785.0,263.0,0.643,409.0,70.0,78.41655801825294,2283.0,32.6,Jared Jeffries,1.0,2.0,9.6,1008.0,14.4,104.5220836660855,19.0,85.0,7.2,213.9072762395364,83.25422800222206,1594920.0,Power Forward and Small Forward,1981-11-25,Right,1.33,2121243.6,11.0
216,139.0,1.1,361.0,"California State University, Fresno",12.0,2002.0,23.0,789.0,1.0,0.32657555501870233,3.0,0.5770000000000001,1367.0,372.0,0.648,574.0,124.0,81.0,4031.0,32.5,Melvin Ely,1.0,4.0,10.6,1951.0,15.7,111.0,20.0,97.0,7.5,240.0,88.0,1490120.0,Center and Power Forward,1978-05-02,Right,1.33,1981859.6,5.0
217,41.0,0.5,116.0,University of Tennessee,13.0,2002.0,21.0,276.0,38.0,0.373,102.0,0.53,521.0,155.0,0.705,220.0,89.0,80.5,1525.0,17.1,Marcus Haislip,1.0,3.0,10.8,745.0,8.4,107.0,19.0,28.0,3.4,221.0,84.0,1439400.0,Power Forward and Small Forward,1980-12-22,Right,1.33,1914402.0,12.0
218,367.0,2.9,74.0,University of Oregon,14.0,2002.0,22.0,554.0,147.0,0.338,435.0,0.481,1151.0,389.0,0.805,483.0,125.0,74.25,3527.0,28.2,Fred Jones,1.0,4.0,11.3,1644.0,13.2,100.0,19.0,148.0,5.0,218.0,84.0,1367400.0,Shooting Guard and Small Forward,1979-03-11,Right,1.33,1818642.0,3.0
219,371.0,2.6,26.0,University of Maryland,17.0,2002.0,23.0,802.0,239.0,0.389,615.0,0.468,1713.0,426.0,0.85,501.0,141.0,78.41655801825294,4002.0,28.4,Juan Dixon,1.0,4.0,12.8,2269.0,16.1,104.5220836660855,20.0,333.0,4.2,213.9072762395364,83.25422800222206,1172400.0,Shooting Guard and Point Guard,1978-10-09,Right,1.33,1559292.0,10.0
220,82.0,1.2,144.0,Stanford University,18.0,2002.0,21.0,233.0,15.0,0.375,40.0,0.534,436.0,190.0,0.691,275.0,66.0,82.75,1426.0,21.6,Curtis Borchardt,1.0,3.0,9.0,671.0,10.2,112.0,19.0,27.0,7.2,238.0,86.5,1113720.0,Center,1980-09-13,Right,1.33,1481247.6,9.0
221,158.0,1.3,285.0,University of Notre Dame,19.0,2002.0,22.0,647.0,8.0,0.364,22.0,0.495,1308.0,331.0,0.536,618.0,123.0,78.0,2797.0,30.7,Ryan Humphrey,1.0,4.0,6.6,1633.0,13.3,104.5,18.0,105.0,8.4,223.0,84.0,1063680.0,Power Forward and Small Forward,1979-07-24,Right,1.33,1414694.4000000001,7.0
222,174.0,2.1,47.0,University of Missouri,20.0,2002.0,21.0,550.0,226.0,0.422,536.0,0.445,1235.0,258.0,0.777,332.0,84.0,76.75,2536.0,30.2,Kareem Rush,1.0,3.0,9.2,1584.0,18.9,103.5,19.0,102.0,5.4,199.0,81.75,1021080.0,Shooting Guard and Point Guard,1980-10-30,Left,1.33,1358036.4000000001,10.0
223,42.0,1.8,83.5224463240078,Northeast Mississippi Community College,21.0,2002.0,20.0,239.0,34.0,0.301,113.0,0.483,495.0,230.0,0.807,285.0,23.0,79.0,722.0,31.4,Qyntel Woods,1.0,1.0,11.1,742.0,32.3,105.0,20.0,109.96103896103895,10.0,213.0,82.0,980280.0,Small Forward and Power Forward,1981-02-16,Right,1.33,1303772.4000000001,2.0
224,254.0,2.7,7.0,Stanford University,22.0,2002.0,20.0,547.0,222.0,0.4270000000000001,520.0,0.47,1163.0,407.0,0.7709999999999999,528.0,95.0,78.41655801825294,3020.0,31.8,Casey Jacobsen,1.0,3.0,9.2,1723.0,18.1,104.5220836660855,18.0,50.0,3.8,213.9072762395364,83.25422800222206,941040.0,Small Forward and Shooting Guard,1981-03-19,Right,1.33,1251583.2,3.0
225,254.0,1.9,142.0,University of Kentucky,23.0,2002.0,21.0,648.0,204.0,0.329,621.0,0.457,1419.0,275.0,0.743,370.0,135.0,78.41655801825294,4018.0,29.8,Tayshaun Prince,1.0,4.0,13.7,1775.0,13.1,104.5220836660855,18.0,110.0,5.6,213.9072762395364,83.25422800222206,903360.0,Small Forward,1980-02-28,Left,1.33,1201468.8,2.0
226,432.0,4.3,28.0,University of Illinois at Urbana-Champaign,25.0,2002.0,21.0,467.0,135.0,0.326,414.0,0.396,1180.0,371.0,0.807,460.0,101.0,78.41655801825294,3202.0,31.7,Frank Williams,1.0,3.0,9.2,1440.0,14.3,104.5220836660855,19.0,212.0,4.0,151.0,79.0,832560.0,Point Guard and Shooting Guard,1980-02-25,Right,1.33,1107304.8,2.0
227,433.0,3.5,81.0,University of Miami,26.0,2002.0,22.0,444.0,86.0,0.321,268.0,0.466,953.0,313.0,0.805,389.0,124.0,77.5,3814.0,30.8,John Salmons,1.0,4.0,12.1,1287.0,10.4,104.0,19.0,192.0,5.5,207.0,82.25,670800.0,Shooting Guard and Small Forward and Point Guard,1979-12-12,Right,1.33,892164.0,12.0
228,160.0,1.8,102.0,"California State University, Fresno",27.0,2002.0,21.0,386.0,119.0,0.338,352.0,0.436,886.0,248.0,0.628,395.0,88.0,78.41655801825294,2460.0,28.0,Chris Jefferies,1.0,3.0,7.2,1139.0,12.9,104.5220836660855,18.0,98.0,4.8,213.9072762395364,83.25422800222206,781800.0,Small Forward and Shooting Guard,1980-02-13,Right,1.33,1039794.0,2.0
229,362.0,3.7,7.0,Gonzaga University,28.0,2002.0,23.0,379.0,215.0,0.462,465.0,0.451,841.0,317.0,0.8540000000000001,371.0,97.0,78.41655801825294,2215.0,32.1,Dan Dickau,1.0,4.0,12.9,1290.0,13.3,104.5220836660855,19.0,66.0,2.4,213.9072762395364,83.25422800222206,776880.0,Point Guard,1978-09-16,Right,1.33,1033250.4,9.0
230,230.0,2.6,33.0,University of Virginia,30.0,2002.0,21.0,388.0,137.0,0.375,365.0,0.436,889.0,318.0,0.8690000000000001,366.0,89.0,78.41655801825294,2634.0,29.6,Roger Mason,1.0,3.0,10.9,1231.0,13.8,104.5220836660855,19.0,90.0,3.0,213.9072762395364,83.25422800222206,349458.0,Shooting Guard and Point Guard and Small Forward,1980-09-10,Right,1.33,464779.14,9.0
231,107.0,0.8,81.0,University of Illinois at Urbana-Champaign,31.0,2002.0,21.0,258.0,0.0,0.32657555501870233,1.0,0.57,453.0,286.0,0.6809999999999999,420.0,130.0,82.0,2104.0,16.2,Robert Archibald,1.0,4.0,4.9,802.0,6.2,109.5,18.0,65.0,4.1,250.0,83.75,349458.0,Power Forward and Center,1980-03-29,Right,1.33,464779.14,3.0
232,293.0,2.3,131.0,University of Tennessee,32.0,2002.0,20.0,613.0,179.0,0.34,526.0,0.44,1394.0,332.0,0.687,483.0,127.0,77.5,3859.0,30.4,Vincent Yarbrough,1.0,4.0,9.5,1737.0,13.7,104.5,17.0,211.0,6.8,202.0,84.5,349458.0,Shooting Guard,1981-03-21,Right,1.33,464779.14,3.0
233,75.0,0.6,184.0,"University of California, Los Angeles",33.0,2002.0,23.0,548.0,0.0,0.32657555501870233,1.0,0.5489999999999999,999.0,191.0,0.449,425.0,122.0,78.41655801825294,2946.0,24.1,Dan Gadzuric,1.0,4.0,14.4,1287.0,10.5,104.5220836660855,20.0,88.0,6.6,213.9072762395364,83.25422800222206,349458.0,Center and Power Forward,1978-02-02,Right,1.33,464779.14,2.0
234,115.0,1.1,72.0,Duke University,34.0,2002.0,20.0,554.0,0.0,0.32657555501870233,1.0,0.631,878.0,398.0,0.741,537.0,101.0,79.75,2620.0,25.9,Carlos Boozer,1.0,3.0,19.5,1506.0,14.9,108.5,18.0,96.0,7.2,258.0,86.25,349458.0,Power Forward and Center,1981-11-20,Right,1.33,464779.14,11.0
235,200.0,8.0,5.0,"California State University, Fresno",37.0,2002.0,19.0,110.0,20.0,0.28600000000000003,70.0,0.391,281.0,97.0,0.703,138.0,25.0,75.0,807.0,32.3,Tito Maddox,1.0,1.0,11.2,337.0,13.5,99.0,19.0,41.0,5.8,200.0,77.0,349458.0,Shooting Guard,1981-06-07,Right,1.33,464779.14,6.0
236,370.0,4.1,37.0,Shaw University,41.0,2002.0,22.0,684.0,118.0,0.342,345.0,0.484,1414.0,482.0,0.737,654.0,90.0,75.0,2078.0,37.1,Ronald Murray,1.0,3.0,12.7,1968.0,21.9,100.5,19.0,99.0,5.6,197.0,79.5,349458.0,Shooting Guard and Point Guard,1979-07-29,Right,1.33,464779.14,7.0
237,96.0,0.7,227.0,University of Maryland,43.0,2002.0,23.0,712.0,3.0,0.32657555501870233,5.0,0.5529999999999999,1287.0,431.0,0.6,718.0,138.0,78.25,3373.0,24.4,Lonny Baxter,1.0,4.0,11.6,1858.0,13.5,107.5,20.0,120.0,7.2,264.0,85.5,349458.0,Power Forward and Center,1979-01-27,Right,1.33,464779.14,1.0
238,245.0,2.0,45.0,"University of California, Los Angeles",45.0,2002.0,21.0,402.0,61.0,0.314,194.0,0.469,857.0,201.0,0.5660000000000001,355.0,121.0,78.75,2731.0,22.6,Matt Barnes,1.0,4.0,12.8,1066.0,8.8,96.5,18.0,115.0,4.8,226.0,81.0,695046.0,Small Forward and Power Forward,1980-03-09,Right,1.33,924411.18,3.0
239,38.0,1.2,54.0,University of California,46.0,2002.0,18.0,78.0,0.0,0.32657555501870233,0.0,0.426,183.0,50.0,0.526,95.0,32.0,78.41655801825294,797.0,24.9,Jamal Sampson,1.0,1.0,13.0,206.0,6.4,104.5220836660855,18.0,15.0,6.5,213.9072762395364,83.25422800222206,349458.0,Power Forward and Center,1983-05-15,Right,1.33,464779.14,5.0
240,90.0,0.8,189.0,University of Texas at Austin,47.0,2002.0,22.0,408.0,15.0,0.231,65.0,0.453,900.0,315.0,0.598,527.0,106.0,79.0,2094.0,26.8,Chris Owens,1.0,4.0,20.1,1146.0,10.8,104.0,18.0,101.0,6.4,237.0,83.5,349458.0,Small Forward,1979-03-01,Right,1.33,464779.14,3.0
241,229.0,1.8,96.0,Wake Forest University,49.0,2002.0,23.0,636.0,12.0,0.343,35.0,0.511,1245.0,575.0,0.831,692.0,130.0,80.0,3401.0,26.2,Darius Songaila,1.0,4.0,13.3,1859.0,14.3,108.5,20.0,141.0,6.3,240.0,85.0,366931.0,Center and Power Forward,1978-02-14,Right,1.33,488018.23000000004,2.0
242,177.0,1.6,120.0,La Salle University,52.0,2002.0,22.0,752.0,282.0,0.359,785.0,0.409,1837.0,339.0,0.8290000000000001,409.0,110.0,78.75,4211.0,38.3,Rasual Butler,1.0,4.0,10.6,2125.0,19.3,105.5,19.0,108.0,5.9,198.0,84.0,349458.0,Small Forward and Shooting Guard,1979-05-23,Right,1.33,464779.14,5.0
243,249.0,2.2,53.0,Marshall University,53.0,2002.0,21.0,626.0,251.0,0.386,650.0,0.443,1414.0,289.0,0.7490000000000001,386.0,114.0,78.75,3279.0,28.8,Tamar Slay,1.0,4.0,6.5,1792.0,15.7,104.0,18.0,142.0,4.4,203.0,83.5,349458.0,Shooting Guard,1980-04-02,Right,1.33,464779.14,4.0
244,115.0,1.2,66.0,San Diego State University,56.0,2002.0,22.0,446.0,39.0,0.315,124.0,0.473,942.0,235.0,0.644,365.0,93.0,79.0,2349.0,25.3,Randy Holcomb,1.0,3.0,8.2,1166.0,12.5,105.0,19.0,63.0,6.2,225.0,85.0,52033.0,Small Forward,1979-08-08,Left,1.33,69203.89,8.0
245,93.0,0.8,198.0,Central Connecticut State University,57.0,2002.0,22.0,652.0,0.0,0.32657555501870233,2.0,0.509,1280.0,427.0,0.688,621.0,123.0,79.25,3398.0,27.6,Corsley Edwards,1.0,4.0,8.6,1731.0,14.1,106.5,19.0,116.0,7.9,285.0,82.75,319498.0,Center,1979-03-05,Right,1.33,424932.34,3.0
246,77.0,2.2,30.0,Syracuse University,3.0,2003.0,18.0,277.0,56.0,0.337,166.0,0.453,612.0,168.0,0.706,238.0,35.0,78.25,1274.0,36.4,Carmelo Anthony,1.0,1.0,21.0,778.0,22.2,105.5,18.0,55.0,10.0,233.0,84.0,3229200.0,Small Forward and Power Forward,1984-05-29,Right,1.3,4197960.0,5.0
247,38.0,1.2,67.0,Georgia Institute of Technology,4.0,2003.0,18.0,168.0,22.0,0.478,46.0,0.56,300.0,127.0,0.73,174.0,31.0,82.25,960.0,31.0,Chris Bosh,1.0,1.0,20.6,485.0,15.6,109.0,18.0,30.0,9.0,225.0,87.5,2911320.0,Center and Power Forward,1984-03-24,Left,1.3,3784716.0,3.0
248,255.0,3.9,79.0,Marquette University,5.0,2003.0,21.0,474.0,32.0,0.333,96.0,0.494,959.0,301.0,0.745,404.0,65.0,75.75,1993.0,30.7,Dwyane Wade,1.0,2.0,24.5,1281.0,19.7,102.0,20.0,150.0,6.5,212.0,82.75,2636400.0,Shooting Guard and Point Guard,1982-01-17,Right,1.3,3427320.0,1.0
249,65.0,0.8,182.0,Central Michigan University,6.0,2003.0,20.0,446.0,0.0,0.32657555501870233,0.0,0.608,733.0,358.0,0.713,502.0,83.0,83.5,2179.0,26.3,Chris Kaman,1.0,3.0,14.9,1250.0,15.1,110.5,18.0,42.0,8.5,252.0,83.75,2394600.0,Center,1982-04-28,Right,1.3,3112980.0,4.0
250,668.0,4.7,57.0,University of Kansas,7.0,2003.0,22.0,615.0,235.0,0.43,546.0,0.493,1247.0,288.0,0.7759999999999999,371.0,141.0,74.75,4188.0,29.7,Kirk Hinrich,1.0,4.0,12.8,1753.0,12.4,98.5,19.0,206.0,3.8,186.0,78.0,2185920.0,Point Guard and Shooting Guard,1981-01-02,Right,1.3,2841696.0,1.0
251,527.0,8.0,9.0,University of Texas at Austin,8.0,2003.0,19.0,282.0,23.0,0.228,101.0,0.406,695.0,266.0,0.8009999999999999,332.0,66.0,71.0,2178.0,33.0,T.J. Ford,1.0,2.0,15.1,853.0,12.9,93.5,18.0,138.0,3.8,162.0,71.5,2002680.0,Point Guard,1983-03-24,Right,1.3,2603484.0,3.0
252,174.0,1.8,180.0,Georgetown University,9.0,2003.0,20.0,608.0,0.0,0.32657555501870233,4.0,0.544,1117.0,534.0,0.727,735.0,96.0,79.25,2781.0,29.0,Mike Sweetney,1.0,3.0,15.1,1750.0,18.2,107.5,18.0,101.0,9.2,262.0,85.0,1840800.0,Center and Power Forward,1982-10-25,Right,1.3,2393040.0,10.0
253,127.0,1.5,39.0,University of Georgia,10.0,2003.0,21.0,575.0,157.0,0.369,426.0,0.457,1258.0,203.0,0.772,263.0,84.0,78.41655801825294,2636.0,31.4,Jarvis Hayes,1.0,3.0,10.8,1510.0,18.0,104.5220836660855,18.0,111.0,5.0,213.9072762395364,83.25422800222206,1748760.0,Small Forward and Shooting Guard,1981-08-09,Right,1.3,2273388.0,8.0
254,257.0,1.8,243.0,University of Kansas,12.0,2003.0,22.0,858.0,23.0,0.359,64.0,0.562,1526.0,358.0,0.624,574.0,142.0,80.75,3888.0,27.4,Nick Collison,1.0,4.0,13.2,2097.0,14.8,108.0,19.0,155.0,8.0,255.0,85.5,1578240.0,Power Forward and Center,1980-10-26,Right,1.3,2051712.0,10.0
255,269.0,4.3,10.0,"University of Nevada, Las Vegas",13.0,2003.0,21.0,381.0,65.0,0.33,197.0,0.495,770.0,312.0,0.731,427.0,63.0,78.41655801825294,2160.0,34.3,Marcus Banks,1.0,2.0,12.2,1139.0,18.1,104.5220836660855,20.0,158.0,3.3,213.9072762395364,83.25422800222206,1499400.0,Point Guard,1981-11-19,Right,1.3,1949220.0,11.0
256,500.0,5.2,10.0,University of Oregon,14.0,2003.0,21.0,431.0,203.0,0.389,522.0,0.429,1005.0,334.0,0.8590000000000001,389.0,96.0,73.0,3226.0,33.6,Luke Ridnour,1.0,3.0,13.9,1399.0,14.6,95.5,19.0,150.0,3.0,167.0,75.0,1424400.0,Point Guard and Shooting Guard,1981-02-13,Right,1.3,1851720.0,2.0
257,475.0,3.8,28.0,University of Louisville,15.0,2003.0,22.0,632.0,225.0,0.383,588.0,0.452,1398.0,456.0,0.75,608.0,125.0,78.41655801825294,3946.0,31.6,Reece Gaines,1.0,4.0,5.3,1945.0,15.6,104.5220836660855,19.0,192.0,3.4,213.9072762395364,83.25422800222206,1353120.0,Point Guard,1981-01-07,Right,1.3,1759056.0,1.0
258,427.0,3.5,35.0,Boston College,16.0,2003.0,22.0,761.0,300.0,0.3720000000000001,807.0,0.424,1794.0,810.0,0.868,933.0,122.0,72.25,4357.0,35.7,Troy Bell,1.0,4.0,-4.5,2632.0,21.6,97.5,19.0,272.0,4.0,178.0,77.0,1285440.0,Point Guard,1980-11-10,Right,1.3,1671072.0,11.0
259,267.0,2.1,228.0,Xavier University,18.0,2003.0,22.0,726.0,18.0,0.327,55.0,0.531,1366.0,662.0,0.757,874.0,126.0,80.25,4210.0,33.4,David West,1.0,4.0,18.6,2132.0,16.9,108.5,19.0,174.0,10.4,226.0,88.25,1160160.0,Power Forward and Small Forward,1980-08-29,Right,1.3,1508208.0,8.0
